input_text,priority_binned,bug_resolution_time
Abstract tag is not honored by GWT scaffolding process.,Low,Short-Term
Eclipse build error for generated simple/advanced/i18n addons,Low,Short-Term
Running a different version of Roo from the shell vs. from within STS produces unexpected behavior in STS,Low,Short-Term
Impossible to leave @ManyToOne field empty in scaffold view,Low,Short-Term
LazyInitializationException in JSF bikeshop example,Medium,Short-Term
GAE-specific version of gwt-maven-plugin is not added when GAE is selected as database,Low,Short-Term
Hint fails after mongo setup,Medium,Short-Term
mongo setup fails after jpa setup in new project,Medium,Short-Term
"Create method gets called instead of update method if the form:update has multipart=""true""",Medium,Short-Term
"Date formats with commas in (e.g. ""MM"") break list views in Roo scaffolds",Medium,Short-Term
IllegalArgumentException on addon project creation,Low,Short-Term
Vote application broken since multi-module maven changes,Low,Short-Term
The web jsf all command generated ManagedBean's init() method is incomplete,Medium,Short-Term
NPE creating a project in a directory with only non-root POMs,Low,Short-Term
Tab completion ignores some available commands,Medium,Short-Term
MVC controller and views not updated when related entity's plural changes,Low,Long-Term
Integration test ITD not updated when entity's plural changes,Low,Short-Term
Can't embed Screenr videos,Low,Short-Term
Footer missing from embedded video pages,Low,Short-Term
Embedded Scribd documents never finish loading,Low,Short-Term
'hint' continues to prompt for 'jpa setup' after 'mongo setup',Low,Long-Term
Creating an application under JDK 7 causes problems for AspectJ maven plugin,Low,Long-Term
File Upload in Update Mode.,Medium,Short-Term
Tiles view definitions not deleted when create or update are disabled in controller,Low,Short-Term
Cloud foundry login command ignores cloudControllerUrl parameter,Medium,Short-Term
"Some views show the text ""WEB-INF/views/foo/bar.jspx"" instead of that JSP's contents",Medium,Short-Term
Stack overflow error when certain @Roo annotations exist together on a class with no fields,Low,Short-Term
Installing Cloud Foundry Add-on in STS Roo shell fails,Medium,Long-Term
gwt 2.4 upgrade fails due to Request Factory new validation system,Low,Long-Term
Domain-to-string converter not registered if pushed in,Low,Short-Term
Problems with Cloud Foundry Addon in 1.1.5.RELEASE,Medium,Long-Term
Empty file - 'compilation unit' - genarates an apparent error message,Low,Short-Term
Push-in refactor of the @Repository annotation does not remove the same annotation from the Mongo Repository ITD,Low,Short-Term
Push-in refactor of the Mongo Id field does not remove the getter and setter methods from the Mongo ITD,Low,Short-Term
Incorrect java package generated,Low,Short-Term
JavaBean ITD not deleted when governor fields have been deleted,Medium,Short-Term
Support for both MongoDB and a relational datasource at the same time,Low,Long-Term
JavaTypeTest is incorrect,Low,Short-Term
o.s.r.project.MavenProjectMetadataProviderTest fails on Windows,Medium,Short-Term
Cannot rename DBRE fields,Medium,Short-Term
A package-less type leads to a JavaType with an invalid JavaPackage,Low,Short-Term
Adding time field to parent class with set<->reference causes child mappedBy reference field to show GregorianCalendar type rather than parent reference when activeRecord false / jpa is used. ,Medium,Long-Term
web gwt all doesn't create a gwt source entry,Low,Long-Term
Roo deploy script does not terminate tomcat process after running pizzashop tests,Low,Short-Term
"Incorrect changes to POM when repeating ""persistence setup"" command on a DataNucleus project",Low,Short-Term
GAE - java.lang.NoClassDefFoundError: org/datanucleus/jpa/exceptions/NoPersistenceXmlException,Medium,Short-Term
UnsupportedOperationException adding items to AbstractMemberHoldingTypeDetailsBuilder if unmodifiable list previously set,Low,Short-Term
PgpServiceImpl fails on Roo startup,Low,Short-Term
Array modifier lost creating physical type file,Medium,Short-Term
solr all and solr add commands do nothing,Low,Short-Term
webmvc-config.xml is populated with duplicate elements,Low,Short-Term
Field email command throws exception,Low,Short-Term
GWT application that previously ran on Google App Engine does not run when persistence switched back to SQL database,Low,Short-Term
Adhere to changes in Spring URL tag for HTML and JavaScript escaping attributes,Low,Short-Term
Exception when switching persistence providers from DATANUCLEUS,Low,Short-Term
CloudFoundry deployments of Roo apps with MongoDB persistence fail,Low,Short-Term
Previous attributes not being cleared in TypeLocationService on re-caching type,Low,Short-Term
DataOnDemand does not honour column constraints for constructing data for embedded identifier types,Low,Short-Term
Errors when using AbstractIdentifiableAnnotatedJavaStructureBuilder.updateTypeAnnotation,Low,Short-Term
'web mvc json all' does not update existing controllers as expected,Medium,Short-Term
I/O resources can be left open,Low,Short-Term
ServiceInterfaceMDProvider needs to listen to all physical type changes,Low,Short-Term
Stack overflow caused by ID field parsing in EntityMDProvider,Low,Short-Term
"Changes in @RooWebScaffold and @RequestMapping 's path settings aren't detected by roo, causing Spring MVC aspects to fall behind",Low,Short-Term
Eclipse problem in load-scripts.tagx,Low,Short-Term
PgpServiceImpl#trustDefaultKeys can't resolve bundle URLs when run from STS,Medium,Short-Term
A file change detected by Roo's polling mechanism does not update the changed file set,Low,Short-Term
Metadata items are not checking to see if the existing member was created by them,Low,Short-Term
ConversionServiceMetadata can't handle multiple backing types with the same type name but different packages,Low,Short-Term
DoD not updating on changes to related DoD,Low,Long-Term
MavenProjectMetadataProvider's plugin removal methods use inappropriate criteria,Low,Short-Term
ApplicationConversionServiceFactoryBean does not include import statement for ID types,Low,Short-Term
javax.persistence.TemporalType should only be applied to java.util.Date and java.util.Calendar fields,Low,Short-Term
Current ROO builds (1.2.0) generate POMs which use 3.0.6 which has broken logout on VMWARE tc server,Medium,Short-Term
A bug in JLine causes the Roo shell to get stuck in a beep loop,Low,Short-Term
Web JSON ITD uses wrong field name capitalization for delete method,Low,Short-Term
"""Full Maven Build"" not available in Spring Roo Project Wizard",Low,Short-Term
The GWT add-on is not following standard Roo conventions,Low,Long-Term
EntityMetadataProviderImpl fails to find the parent EntityMetadata in certain circumstances,Low,Short-Term
GwtOperationsImpl not forcing found types to be evicted from the cache prior to retrieval,Low,Short-Term
Caching locators don't work properly,Low,Short-Term
LayerTypeMatcher is incorrectly implemented,Low,Short-Term
Metadata conventions not being adhered to,Low,Short-Term
TypeLocationService is not providing a consistent type cache,Low,Short-Term
"Date field is showing numerical values instead of Alphabets , like for Jan-Dec it shows 1-12 and for Mon-Sun it shows 1-7. ",Medium,Short-Term
The used version of PostgreSQL JDBC driver causes abnormal behavior of BLOB fields,Medium,Short-Term
Runtime errors in MVC addon when entity deleted,Medium,Short-Term
Unable to persist entities using Database.com (VMFORCE) JPA provider,Medium,Short-Term
link tag should be closed before comment in clinic.roo -> generated load-scripts.tagx,Low,Short-Term
DBRE on Table that references itself we get StackOverflowError ,Medium,Short-Term
Does Roo support the construction of a useable web application by using the reverse engineering (DBRE) feature on a non-OO SQL database schema ?,Medium,Short-Term
Roo generates invalid SQL for Derby database,Low,Short-Term
roo.bat does not respect %JAVA_HOME%,Medium,Short-Term
Spring roo 1.1.5 doesn't start with Oracle JVM7,Medium,Short-Term
Entity integration tests fail to compile with Database.com (VMFORCE) database,Low,Short-Term
Removing Spring Roo dependencies from web app project results in a compile error on selected PK entity classes due to a dependency on the spring ConfigurableDeserializationSupport interface,Low,Short-Term
Compile error in generated test classes - missing import of BigDecimal in *DataOnDemand.aj aspect,Low,Short-Term
Cannot convert value of type [java.lang.String] to required type [java.sql.Clob],Medium,Short-Term
duplicate json method in roo_controller and roo_controller_json,Medium,Long-Term
Illegal SQL statement (SQL Server 2008 R2) generated by either Roo or JPA/Hibernate,Low,Short-Term
Reverse engineering issue. Generated AJ source file includes the following definition: @Temporal(TemporalType.DATETIME),Medium,Short-Term
DbreMetadata ignores cascade attributes in dbre.xml,Low,Short-Term
Sets and Integers not appearing in some views.,Medium,Long-Term
"Launching a GWT-scaffolded application just displays a ""loading..."" on the upper left corner which won't go away.",Medium,Long-Term
Apache Derby jar incorrectly wrapped,Low,Short-Term
Incorrect maven dependencies,Medium,Short-Term
"versionField="""" ignored for mappedSuperclass",Low,Short-Term
"jsf addon 2 compile ok,but when run it show javax.servlet.ServletException: /templates/layout.xhtml @8,63 locale=""#{localeBean.locale}"" Attribute did not evaluate to a String or Locale: null",Medium,Long-Term
DBRE no creates hibernate_sequence,Low,Short-Term
Inner type field annotations are not written out to ITDs,Low,Short-Term
Documentation is wrong for how to override a generated Converter for displaying an entity,Medium,Long-Term
No validation error messages displayed when creating new entity using GWT scaffolded UI,Medium,Long-Term
Double escaping of urls in roo generated tagx files,Low,Long-Term
dbre.xml not inserted into maven-war-plugin as an exclusion when a database reverse engineered,Low,Short-Term
Roo shell still doesn't work on windows 7 64 bit (reopen of ROO-2095,Medium,Short-Term
'web mvc all' seems to have broken availability check,Medium,Long-Term
Arrow keys stop working under Windows 7 with Roo 1.1.5,Low,Long-Term
Member holding type details required,Medium,Short-Term
roo 1.2snapshot cae85b8d47e13362df329e6f211abf00d16d3d58 version  a problem with perform test error.,Medium,Short-Term
recursiveAntMatch recurses on non-files not on directories,Low,Short-Term
gwt:run doesn't work with GAE enabled project in Windows,Low,Short-Term
DBRE-generated project doesn't compile after GWT scaffolding,Medium,Short-Term
Integration test ITD does not get updated when switching between GAE and relational DBs,Low,Short-Term
Stock ticker chart doesn't appear,Low,Short-Term
[DataNucleus] Introduced findXxx(id) method throws EmptyResultDataAccessException instead of returning null when no data is found,Medium,Short-Term
