input_text,priority_binned,bug_resolution_time
Typo  in JavaDocs on ErrorCoded Interface,Low,Medium-Term
ServletConfigPropertyValues breaks on setting of any requiredProperties,Medium,Medium-Term
"Documentation incorrect in reference documentation, section 10.2.3",Low,Medium-Term
Cryptic error message if init-method of a bean definition not found,Low,Medium-Term
"Documentation error in reference documentation, section 3.6.2",Medium,Medium-Term
Documentation incorrect for org.springframework.beans.factory.config.MethodInvokingFactoryBean,Medium,Medium-Term
HSQL Script ,Low,Short-Term
Javadoc Bug in  TransactionAttributeSourceTransactionAroundAdvisor,Low,Short-Term
PropertyPlaceholderConfigurer problem with inner bean definitions,Low,Short-Term
Error binding to int[],Medium,Short-Term
NoClassDefFoundException on singleton destruction,Low,Short-Term
props/prop element does not trim whitespace,Medium,Short-Term
"(XML)BeanFactory only destroys ""top-level"" beans",Low,Short-Term
Threading issue with JtaTransactionFactory,Medium,Long-Term
BeanWrapperImpl's thread-safety,Medium,Short-Term
AbstractCachingViewResolver view caching is not thread-safe.,Low,Medium-Term
Error in constructor resolving algorithm,Medium,Medium-Term
Problem with multiple beans implementing BeanFactoryPostProcessor,Medium,Long-Term
Message Resolving With Missing Key Fails With Incorrect Error Message,Medium,Long-Term
ResourceEditor - Behavior always overriden,Low,Short-Term
spaced in file path connverted to %,High,Short-Term
Oracle CallableStatment.setNull(...)  requires to set TypeName,Medium,Short-Term
config.addJar() in LocalSessionFactoryBean refers to the deprecated Hibernate Method,Low,Short-Term
java.util.ConcurrentModificationException in PropertyPlaceholderConfigurer::parseGenericArgumentValues,High,Short-Term
Custom PropertyEditor not invoked for String[],Medium,Short-Term
ReloadableResourceBundleMessageSource reads only first property file,Medium,Short-Term
Hessian Exception used instead of Burlap Exception,Low,Short-Term
Container complains if it has more than 96 beans,High,Long-Term
Exception when using Log4jConfigListener with hotdeployment,Low,Medium-Term
BeanWrapperImpl new instance returns old nested property values,Medium,Short-Term
bean property name problem,Medium,Long-Term
Missing XJavadocTask Dependency in M4 with dependencies release,Low,Short-Term
NoSuchMethodError in Caucho Burlap invocation,Medium,Short-Term
Invalid exception in BeanWrapperImpl,Medium,Short-Term
OracleLobHandler needs flush after blob is written,Medium,Medium-Term
OracleLobHandler has invalid constant,Medium,Short-Term
BeanUtils.copyProperties does not check for read method access,Low,Short-Term
Log4jConfigurer prevents reload of war,Medium,Short-Term
constructor-arg for map entry does not work,Medium,Short-Term
cannot handle the charset other than iso-8995-1,Medium,Long-Term
Sourceforge download for build m4 is not working,Medium,Short-Term
Log4j error working with MVC step-by-step,Low,Long-Term
"Returning new ModelAndView(""foo"", null) produces NullPointerException",Low,Medium-Term
autowiring by type does not take into account parent context,Medium,Medium-Term
NullPointerException in JdbcTemplate.execute(),Medium,Medium-Term
special characters in url,High,Long-Term
countParameterPlaceholders bug,Medium,Medium-Term
TransactionProxyFactoryBean failes if no transactionAttributes were set,Medium,Short-Term
testDateTimeElement does not pass!!!,Low,Short-Term
Test Issue,Medium,Short-Term
post image through TweetData corrupted image ,High,Long-Term
When I try to login with Twitter got ResourceAccessException,High,Short-Term
TwitterEscapingFormHttpMessageConverter corrupting images,High,Long-Term
Language code not being deserialized properly,Low,Medium-Term
Error during connect attempt,Low,Medium-Term
page size for searching users doesn't work,Low,Long-Term
Trouble with the running example,High,Short-Term
Posting a status with a star symbol (*) fails authentication,Low,Medium-Term
TwitterErrorHandler doesn't detect 401 from streaming API,Low,Short-Term
Application token support not compatible with Spring 3.0.x,Low,Short-Term
"SearchMetadata properties should be long, not int.",Low,Medium-Term
TwitterErrorHandler throws UnrecognizedApiException for rate limits,Low,Long-Term
Twitter restOperations aren't sending authenticated header,Medium,Long-Term
languageCode field not populated after search,Medium,Long-Term
UserTemplate.getRateLimitStatus() returns 404,Low,Long-Term
Search does not require authorization,Medium,Short-Term
Encoding problem with status update with media api,Medium,Long-Term
Running gradle idea throws ScriptCompilationException: Could not compile build file,High,Short-Term
RateLimitExceededException not thrown when user hit's their hourly request limit,Low,Medium-Term
RateLimitExceededException not thrown when user hit's their daily status update limit. ,Low,Short-Term
Twitter ProviderSignInController java.lang.NullPointerException AuthorizedRequestToken.getValue(AuthorizedRequestToken.java:44),Medium,Medium-Term
Handle Twitter Overloaded Problems a Little Better,Medium,Medium-Term
BlockOperations is not exposed in the Twitter interface,Low,Short-Term
"UserList's ""public"" property is improperly mapped",Low,Short-Term
ClassCastException in error handler when handling retweet errors,Low,Short-Term
Current trends endpoint deprecated ,Low,Medium-Term
Daily trends date format incorrect,Medium,Short-Term
Error on call to UserOperations.getUserProfileImage,Low,Medium-Term
Connection issue ...,Low,Long-Term
Error while performing commentOnNetworkUpdate,Low,Long-Term
Error in JSON mapping when call to network updates,Medium,Long-Term
401 Not Authorized Exceptions thrown as RestClientException in stead of as NotAuthorizedException,Medium,Long-Term
400 Error when posting a share,Low,Short-Term
scope parameters should be separated by %20 in stead of +,Medium,Long-Term
LinkedIn RC1 doesn't contain emailAddress in ProfileFull,Medium,Long-Term
NetworkUpdateOperations.createNetworkUpdate uses wrong HTTP request method,Medium,Long-Term
Improper encoding of URL when fetching a profile by public profile URL,Low,Long-Term
Spring Framework 3.0 compatibility issue,Low,Short-Term
People search URI malformed causes LinkedIn to response with 400 Bad Request Error,Medium,Medium-Term
LinkedInTemplate not compatible with Spring web 3.1RC1,Medium,Short-Term
LinkedInTemplate not compatible with Spring web 3.1RC1,Medium,Short-Term
Change int to long in VideoUploadLimits and  VideoUploadLimitsMixins,Low,Short-Term
"User[""video_upload_limits""] => Numeric value () out of range of int",High,Short-Term
Authentication Fails due to unrecognized field 'id' in WorkEntry.Project ,Low,Short-Term
NullPointerException in error resolver when error is null,Low,Short-Term
MappingInstantiationException for no default constructor ,Low,Short-Term
Error deserializing null into primitives when using Jackson 2.6,Low,Short-Term
Unrecognized field parsing WorkEntry.Project,Low,Medium-Term
FriendTemplate.getTaggableFriends() does not work,Low,Short-Term
Profile URL does not work for non-app-scoped user IDs,Low,Medium-Term
"Documentation mentions FacebookProfile when it is now ""User""",Low,Short-Term
Add updated_time property to UserOperations.PROFILE_FIELDS,Low,Medium-Term
PagingParameters must use paging token,Low,Long-Term
"JsonMappingException for own friends feed when deserializing the field ""education""",Low,Long-Term
"In Spring soical facebook 2.0.0.M release, though i set the birthdate in facebook and get the age range using the spring social Facebook api it returns only UNKNOW value",Medium,Long-Term
JsonMappingException Upon FeedOperations.getPost( contentId ) Invocation,Medium,Long-Term
Facebook Operations does not have tagged_places API. Feed Operations has check-ins which is depreciated by Facebook.,Low,Long-Term
Profile and profile photo links created by FacebookAdapter must be updated to API v2.0,Medium,Long-Term
No Option to Close the connection for facebook after creating FacebookConnectionFactory,Medium,Short-Term
getExtraData() not working in facebook 1.1.0.RELEASE. Could not retrieve age_range.we need a GA version to go live,High,Long-Term
Missing depency on spring-security-crypto,Low,Short-Term
V2 API - FeedOperations.getFeed() throws exception deserializing photo post,Medium,Long-Term
Deserialization exception while retrieving Facebook Profile,Low,Short-Term
FQL calling,High,Short-Term
Spring social facebook login didn't work after it was working,High,Long-Term
LikeOperations.getPagesLiked doesn't get cover obj and link,Low,Long-Term
Facebook's Paging Parameters Before and After are Ignored by the CommentTemplate Class,Low,Long-Term
Jackson Map Exception on checkinposts,Medium,Long-Term
MediaOperations.getAlbum(albumId) shouldn't require authorization.,Low,Short-Term
" MediaOperations.getPhotos(objectId, pagedListParameters) and getVideos(userId, pagedListParameters) shouldn't require authorization.",Low,Medium-Term
missing UserOperations.getProfileUrl(),Low,Long-Term
MediaOperations.getAlbums(ownerId) shouldn't require authorization.,Low,Short-Term
Error 405 using CanvasSignInController,Low,Long-Term
Class not found,High,Short-Term
Server side authentication using SignIn Provider controller has stopped working today,Low,Long-Term
Class org.springframework.social.facebook.api.FacebookProfile pretends to be Serializable but is not,Medium,Long-Term
Signin on Facebook with Oauth2 not working since today (5 Feb 2013) morning - Facebook returns/show error page,High,Short-Term
Getting No enum const class org.springframework.social.facebook.api.Event$Privacy.FRIENDS while fetching Event,Low,Long-Term
"access token expiresTime should be stored as Long. Currently, Integer is used for that.",Medium,Long-Term
FacebookTemplate.initialize() is called twice if constructing with accessToken only.,Low,Short-Term
Complex queries do not work when searching within Facebook's public feed,Low,Long-Term
"Comment ""likes"" property to be changes to ""like_count""",Low,Short-Term
Changes to page pictures property will break API binding,Low,Medium-Term
Timezone returns Integer instead of Float,Medium,Long-Term
Missing FacebookInitTag class,High,Long-Term
OperationNotPermittedException thrown when an InsufficientPermissionException should have been thrown.,Low,Short-Term
Different image sizes are returned since Facebook changed their maximum image size,Low,Long-Term
"FqlResult.getList(String fieldName, FqlResultMapper<T> mapper) throws null pointer when field value is null",Medium,Medium-Term
updateStatus UncategorizedApiException that should be categorized - ,Low,Medium-Term
Missing value for Album.Type Enum causes IllegalArgumentExceptions when deserializing responses from Facebook,Low,Short-Term
Facebook User can't Sign in RevokedAuthorizationException,High,Long-Term
Frequent unclassified org.springframework.web.client.HttpClientErrorException: 400 OK     ,High,Long-Term
Uncategorized exception when retrieving large number of friends,Low,Short-Term
FacebookErrorHandler will be handle 404 Not Found Error as org.springframework.social.ResourceNotFoundException.,Medium,Long-Term
Missing value for Album.Privacy Enum causes IllegalArgumentExceptions when deserializing responses from Facebook,Low,Long-Term
NPE when FB sends back data for likes instead of count,Low,Long-Term
Paging support uses wrong parameter,Medium,Short-Term
org.springframework.social.UncategorizedApiException: (#341) Feed action request limit reached,Low,Short-Term
Boolean results from Facebook cause ClassCastException,Low,Medium-Term
Feed deserialization fails by NPE,Medium,Short-Term
Connection test method throws ResourceAccessException for connection retrieved from repository which has been logged out,Medium,Short-Term
"Facebook feed deserialization fails for Post with ""swf"" type",Low,Short-Term
